"M00000","AA","CBMS","No Measure"
"M00000","AS","Funding Life","ongoing"
"M00000","AS","Non-Measure","Y"
"M00000","AS","Active","Y"
"M00000","AA","code and description","No Measure"
"M00000","AA","CBMS code and description","No Measure"
"M00001","AS","Budget Round Created","HL2025-26 Budget"
"M00001","AS","title","AMENDMENTS TO THE MIGRATION ACT 1958 AND THE MIGRATION REGUL"
"M00001","AA","CBMS","111172"
"M00001","AS","Active","Y"
"M00002","AS","Budget Round Created","HL2025-26 Budget"
"M00002","AS","title","GREEN IRON INVESTMENT FUND (PRIOR ROUND DTBNYA)"
"M00002","AA","CBMS","111215"
"M00002","AS","Active","Y"
"M00003","AS","Budget Round Created","HL2025-26 Budget"
"M00003","AS","title","GROWING REGIONAL DATA AND DIGITAL TALENT FOR AUSTRALIA'S REC"
"M00003","AA","CBMS","111262"
"M00003","AS","Active","Y"
"M00004","AS","Budget Round Created","HL2025-26 Budget"
"M00004","AS","title","ASN - TW (HLASN1)"
"M00004","AA","CBMS","111367"
"M00004","AS","Active","Y"
"M00005","AS","Budget Round Created","HL2025-26 Budget"
"M00005","AS","title","WHYALLA – SUPPORT FOR STEELWORKS – JOINT TASKFORCE"
"M00005","AA","CBMS","111413"
"M00005","AS","Active","Y"
"M00006","AS","Budget Round Created","HL2025-26 Budget"
"M00006","AS","title","SUSTAINMENT OF THE AUSTRALIAN CRIMINAL INTELLIGENCE COMMISSI"
"M00006","AA","CBMS","111419"
"M00006","AS","Active","Y"
"M00007","AS","Budget Round Created","HL2025-26 Budget"
"M00007","AS","title","NUCLEAR-POWERED SUBMARINE - SYSTEM OF REGULAT"
"M00007","AA","CBMS","111442"
"M00007","AS","Active","Y"
"M00008","AS","Budget Round Created","HL2025-26 Budget"
"M00008","AS","title","NUCLEAR-POWERED SUBMARINE  INTERNATIONAL EN"
"M00008","AA","CBMS","111443"
"M00008","AS","Active","Y"
"M00009","AS","Budget Round Created","HL2025-26 Budget"
"M00009","AS","title","SAVINGS FROM EXTERNAL LABOUR – EXTENSION"
"M00009","AA","CBMS","111461"
"M00009","AS","Active","Y"
"M00010","AS","current","Y"
"M00010","AS","Budget Round Created","HL2025-26 Appr Bills"
"M00010","AS","title","SAVINGS FROM 2025 EC TO REDUCE NON-WAGE EXPENSES"
"M00010","AA","CBMS","111535"
"M00010","AS","Active","Y"
