"5209.01.02","AS","Program","5209.01.02"
"5209.01.02","AS","ID","00054"
"5209.01.02","AS","Appropriation","A001-00001-05000"
"5209.01.02","AS","Function","1101"
"5209.01.03","AS","Program","5209.01.03"
"5209.01.03","AS","ID","00055"
"5209.01.03","AS","Appropriation","A001-00001-05000"
"5209.01.03","AS","Function","1101"
